date,text,hashtags,sentiment,words
Sun Mar 18 18:12:41 +0000 2018,"#Russie : Les premiers sondages prédisent 73.9% des voix pour Vladimir #Poutine - soit un peu plus de 10% de plus qu'en 2012 - selon la #BBC.

#Putin","Russie, Poutine",positif,"russie,premier,sondage,prédire,739,voix,vladimir,poutine,peu,plus,10,plus,2012,selon,bbc,putin"
Sun Mar 18 18:12:41 +0000 2018,"Mon train vient de repartir, 45 minutes d’attente, @SNCF un dédommagement serait fort apprécié",NO HASHTAG,positif,"train,venir,repartir,45,minute,dattent,sncf,dédommagement,fort,apprécier"
Sun Mar 18 18:12:38 +0000 2018,"Je l'avais dis!mais y m'deçoit un peu Poutine..74%,c'est quoi ce score de p'tit joueur..enfin,mon rein est sauf.. https://t.co/pJ5GP3YTah",NO HASHTAG,neutre,"avai,dismais,deçoit,peu,poutine74c',être,quoi,score,p'tit,joueurenfinmon,rein,sauf"
Sun Mar 18 18:12:38 +0000 2018,Alors à propos de Bruno Le Maire : https://t.co/QXCzvGatDq https://t.co/gJvhFCLkh7,NO HASHTAG,neutre,"alors,propos,bruno,maire"
Sun Mar 18 18:12:37 +0000 2018,MDRR QUEL SURPRISE OLALA @Rostti9 https://t.co/jmyPy8OQf7,NO HASHTAG,neutre,"mdrr,quel,surprise,olala,rostti9"
Sun Mar 18 18:12:37 +0000 2018,"RUSSIE | Le président russe Vladimir Poutine est réélu pour un quatrième mandat avec 73,9% des voix, selon les... https://t.co/Jx3zrFCjNS",NO HASHTAG,neutre,"russie,|,président,russe,vladimir,poutine,réélire,quatrième,mandat,739,voix,selon"
Sun Mar 18 18:12:36 +0000 2018," Dommage que je ne picole pas beaucoup, mais bon, le champagne coulera quand même !!! https://t.co/IVrtLcw53p",NO HASHTAG,positif,"dommage,picol,beaucoup,bon,champagne,couler,quand"
Sun Mar 18 18:12:35 +0000 2018,"Élections Russes:
Vladimir Poutine serait réélu avec 71% du suffrage exprimé.
Sources: feeds Euronews.",NO HASHTAG,neutre,"élection,russe,vladimir,poutine,réélire,71,suffrage,exprimer,source,feed,euronews"
Sun Mar 18 18:12:35 +0000 2018,"@RTLFrance c'est que RTL est la conscience du monde hihihih, la Crimée était russe avant que la Corse soit française, puis que le #caniche de Mme Merkel reconnaisse ou pas 80% des Criméens ont voté le retour à la Russie ))",NO HASHTAG,positif,"rtlfrance,être,rtl,conscience,monde,hihihih,crimé,russe,avant,corse,français,pouvoir,canich,mme,merkel,reconnaître,80,criméen,voter,retour,russie"
Sun Mar 18 13:40:17 +0000 2018,Le gouvernement quand (soit disant) il discute avec les partenaires sociaux https://t.co/YkFjFUT9Ne,NO HASHTAG,neutre,"gouvernement,quand,dire,discuter,partenaire,social"
Sun Mar 18 18:12:32 +0000 2018,Poutine réélu avec plus de 75% des voix! L'hyperclasse cosmopolite sous assistance respiratoire. https://t.co/3Grqap4Ffh,NO HASHTAG,positif,"poutine,réélire,plus,75,voix,hyperclasse,cosmopolite,sou,assistance,respiratoire"
Sun Mar 18 18:12:31 +0000 2018,Tu n'es qu'au début de tes malheurs avec mon TSAR POUTINE si tu continues à lécher le cul d'Israël.. https://t.co/XwRdWa1no6,NO HASHTAG,positif,"être,début,malheur,tsar,poutin,si,continu,lécher,cul,israël"
Sun Mar 18 18:12:31 +0000 2018,@France24_fr Je ne savais que les européens détestent Poutine à ce point,NO HASHTAG,positif,"france24_fr,savoir,européen,détester,poutine,point"
Sun Mar 18 18:12:30 +0000 2018,"RUSSIE  
▪️ÉLECTION PRÉSIDENTIELLE 
selon les premiers résultats partiels, le candidat Vladimir Poutine arrive en tête avec 71,97 % des voix.
#Electionrusse2018 #PresidentielleRussie2018 https://t.co/NMgnH9YPgL",NO HASHTAG,positif,"russie,▪,️élection,présidentiel,selon,premier,résultat,partiel,candidat,vladimir,poutine,arriver,tête,7197,voix,electionrusse2018,presidentiellerussie2018"
Sun Mar 18 18:12:29 +0000 2018,"Des accusations de fraude en #Russie circulent déjà...
Les merdias français font de la #FakeNews anti Poutine avant les résultats sans vérifier ses sources. 
Et en France, Macron est arrivé au pouvoir sans aucune fraude ?
Arrêtez de nous désinformer ! 
Bravo #Poutine ! https://t.co/Au3BAlOO4U","Russie, FakeNews",positif,"accusation,frauder,russie,circuler,déjà,merdia,français,faire,fakenew,anti,poutine,avant,résultat,sans,vérifier,source,france,macron,arriver,pouvoir,sans,aucun,frauder,arrêter,désinformer,bravo,poutine"
Sun Mar 18 18:12:28 +0000 2018,Wahou mais quelle surprise https://t.co/OmdTFPjo3D,NO HASHTAG,neutre,"wahou,quel,surprise"
Sun Mar 18 18:12:27 +0000 2018,@JEP_1982 @JacquesMyard Oui hein ?  Erdogan.. Sissi.. Macron en connait un rayon question amitié... par contre avec les Russes il est très fort pour demander des sanctions.,NO HASHTAG,positif,"jep_1982,jacquesmyard,oui,hein,erdogan,sissi,macron,conner,rayon,question,amitier,contrer,russe,très,fort,demander,sanction"
Sun Mar 18 18:12:27 +0000 2018,"@cheikhtnd C'est facile de prendre les enseignants comme punching ball. Si l'éducation vous préoccupait, vous protesteriez quand le gouvernement a diminué de 75% les budgets des lycées obligeant les profs à payer de leur poche craies et photocopie",NO HASHTAG,positif,"cheikhtnd,être,facile,prendre,enseignant,comme,punching,ball,si,éducation,préoccuper,protester,quand,gouvernement,avoir,diminuer,75,budget,lycée,obliger,prof,payer,poch,craie,photocopier"
Sun Mar 18 18:12:26 +0000 2018,"Élection présidentielle en #Russie: le président russe Vladimir #Poutine réélu avec 73,9% des voix pour un quatrième mandat (exitpolls) #Belga","Russie, Poutine",neutre,"élection,présidentiel,russie,président,russe,vladimir,poutine,réélire,739,voix,quatrième,mandat,exitpoll,belga"
Sun Mar 18 18:12:26 +0000 2018,"La Russie après l'URSS toutes les puissances la voulaient dans la faiblesse et l'anarchie, jusqu'à ce que surgisse l'imprévu nommé poutine. l'Empire se recompose sous son règne.. https://t.co/ruPpXk8Omw",NO HASHTAG,neutre,"russie,après,urss,tout,puissance,vouloir,faiblesse,anarchie,jusque,surgiss,imprévu,nommer,poutine,empire,recomposer,sou,règne"
Sun Mar 18 18:12:26 +0000 2018,#poutine plébiscité par son peuple avec plus de 71% des voix ! une formidable baffe à ses détracteurs étrangers ! qui pourrait faire mieux ? Chapeau ,poutine,positif,"poutine,plébisciter,peuple,plus,71,voix,formidable,baffe,détracteur,étranger,pouvoir,faire,mieux,chapeau"
Sun Mar 18 18:12:25 +0000 2018,"@kevinbossuet @Foxalfa91 Je le sens bien comme ça aussi... Comment les Camarades Syndiqués de la SNCF déjà trés impopulaires pourraient ils mettre l'opinion publique de leur coté en nous promettant de nous pourrir la vie jusqu'à l'été, juste pour que nous acceptions de continuer à payer leurs gabegies?",NO HASHTAG,positif,"kevinbossuet,foxalfa91,sens,bien,comme,ça,aussi,comment,camarade,syndiqué,sncf,déjà,tré,impopulaire,pouvoir,mettre,opinion,public,coter,promettre,pourrir,vie,jusque,juste,acception,continuer,payer,gabegie"
Sun Mar 18 18:12:25 +0000 2018,"ras le bol du ras le bol - quand est-ce que les Français accepteront d'évoluer, de positiver, de voir demain et non de regarder hier ? Alors pour la SNCF quelle SNCF demain sur des bases de demain ?",NO HASHTAG,positif,"ras,bol,ras,bol,quand,estce,français,accepter,évoluer,positiver,voir,demain,non,regarder,hier,alors,sncf,quel,sncf,demain,base,demain"
Sun Mar 18 18:12:58 +0000 2018,@jade_gasset Je sais juste que Moscou c’est en Russie après les autres villes je dis merci à la casa de papel parceque j’ignorais complètement leur existence ‍♀️,NO HASHTAG,positif,"jade_gasset,savoir,juste,moscou,cest,russie,après,autre,ville,dire,merci,caser,papel,parcequ,jignorai,complètement,existence,‍,♀,️"
Sun Mar 18 18:12:58 +0000 2018,entre 101 et 104%* https://t.co/irBaiXJNZX,NO HASHTAG,neutre,"entrer,101,104,*"
Sun Mar 18 18:12:57 +0000 2018,"Quelques élus républicains, dont @LindseyGrahamSC, l'ont mis en garde contre la tentation de limoger Mueller. 
Mais les ténors du Congrès sont restés silencieux. https://t.co/Mjk1fjJDF8",NO HASHTAG,positif,"quelque,élu,républicain,dont,lindseygrahamsc,avoir,mettre,garde,contrer,tentation,limoger,mueller,ténor,congrè,resté,silencieux"
Sun Mar 18 18:12:56 +0000 2018,"Excellente journée à la convention 2018 des @JeunesMacron . De nombreux membres du gouvernement étaient présent. Ainsi que @CCastaner , délégué général de La République En Marche. Ainsi qu’@EPhilippePM , le premier ministre. https://t.co/5OUap0nxEN",NO HASHTAG,positif,"excellent,journée,convention,2018,jeunesmacron,nombreux,membre,gouvernement,présent,ainsi,ccastaner,déléguer,général,république,marcher,ainsi,quephilippepm,premier,ministre"
Sun Mar 18 18:12:55 +0000 2018,A l’africaine https://t.co/xJjOsiRMd4,NO HASHTAG,neutre,"avoir,lafricaine"
Sun Mar 18 18:12:55 +0000 2018,FLASH- Vladimir Poutine est cependant détesté par plus de 60% des habitants de Russie selon les premiers concernés /témoins https://t.co/JMHkwG4THu,NO HASHTAG,positif,"flash,vladimir,poutine,cependant,détester,plus,60,habitant,russie,selon,premier,concerner,/témoins"
Sun Mar 18 18:12:54 +0000 2018,"https://t.co/SPzxOklguI
Putin, le plus charismatique Tsar et futur roi du monde",NO HASHTAG,positif,"putin,plus,charismatique,tsar,futur,roi,monde"
Sun Mar 18 18:12:53 +0000 2018,Présidentielle en Russie : une forte participation et des irrégularités constatées https://t.co/GE57w3Mcbr via @afripeoplebuzz,NO HASHTAG,positif,"présidentiel,russie,fort,participation,irrégularité,constater,via,afripeoplebuzz"
Sun Mar 18 18:12:53 +0000 2018,Excellent  surprenant les russes #SeptAhuit,SeptAhuit,neutre,"exceller,surprenant,russe,septahuit"
Sun Mar 18 18:12:53 +0000 2018,"Candidat en 2012, A. Aly est arrivé avant-dernier au 1er tour, n'obtenant que 0,82% des voix. Boinali Saïd était élu député DVG à l'issue du 2nd tour. Candidat à sa succession en 2017, il n'a réuni que 2,61% au 1er tour, laissant s'opposer le #PS et #LR au 2nd tour #Mayotte (2/2)",NO HASHTAG,neutre,"candidat,2012,avoir,aly,arriver,avantdernier,1er,tour,obtenir,082,voix,boinali,saïd,élu,député,dvg,issue,2nd,tour,candidat,succession,2017,avoir,réunir,261,1er,tour,laisser,si,opposer,ps,lr,2nd,tour,mayotte,2/2"
Sun Mar 18 18:12:52 +0000 2018,"@LesEchos j espere que notre ""gouvernement"" portera 1 casque
ce n est pas ""ATTENTION TRAVAUX"" mais ""ATTENTION AUX BOSSES""",NO HASHTAG,positif,"lesechos,esper,gouvernement,porter,1,casqu,attention,travail,attention,boss"
Sun Mar 18 18:12:52 +0000 2018,Poutine ré-élu au premier tour à 74% des voies. Je. Mais. Reveillez-vous les Russes!,NO HASHTAG,neutre,"poutine,réélire,premier,tour,74,voir,reveillezvous,russe"
Sun Mar 18 18:12:52 +0000 2018,Le journal de 18h : pas de suspense pour les élections en Russie https://t.co/o4cMUBb2Db,NO HASHTAG,neutre,"journal,18h,suspense,élection,russie"
Sun Mar 18 18:12:48 +0000 2018,"Et Depardieu....c est un Homme avec un grand H comme "" Honte"" https://t.co/UyWatGPMRj",NO HASHTAG,positif,"depardieuc,homme,grand,h,comme,hont"
Sun Mar 18 18:12:48 +0000 2018,A quoi ressemble la Russie sous Vladimir Poutine ? https://t.co/yten4kybN4 https://t.co/REQR5OS4EO,NO HASHTAG,neutre,"avoir,quoi,ressembler,russie,sou,vladimir,poutine"
Sun Mar 18 18:12:47 +0000 2018,MDR comme c est étonnant https://t.co/epbmM5Fnax,NO HASHTAG,positif,"mdr,comme,étonnant"
Sun Mar 18 18:12:46 +0000 2018,Poutine mon gars il a tué ça ! ,NO HASHTAG,neutre,"poutine,gar,avoir,tuer,ça"
Sun Mar 18 18:12:44 +0000 2018,"#Poutine réélu pour un 4ème mandat avec 73,9% 
Source #RFI 

Les européens, les chinois et les américains, vous n'êtes pas sortis de l'auberge ","Poutine, RFI",positif,"poutine,réélire,4ème,mandat,739,source,rfi,européen,chinois,américain,être,sortir,auberge"
Sun Mar 18 18:13:13 +0000 2018,"Le parrain russe du Novichok, cible du Mossad© - JForum https://t.co/ppTXFYssb2",NO HASHTAG,neutre,"parrain,russe,novichok,cibl,mossad,jforum"
Sun Mar 18 18:13:12 +0000 2018,"@afpfr Poutine ancien patron du FSB , president pour la 4eme fois pour 5 ans à nouveau . Le goût du pouvoir est un danger pour les hommes faibles.",NO HASHTAG,positif,"afpfr,poutine,ancien,patron,fsb,president,4eme,fois,5,an,nouveau,goût,pouvoir,danger,homme,faible"
Sun Mar 18 18:13:11 +0000 2018,"Poutine récolterait 73,9% des voix, l'opposition crie à la fraude https://t.co/TV8sQkDexj",NO HASHTAG,neutre,"poutine,récolter,739,voix,opposition,cri,frauder"
Sun Mar 18 18:13:10 +0000 2018,"@Eridann @amv_ac @ConcombreM1965 @SNCF @LaPosteBusiness T'as pas compris, c'est parceque son status est si misérable (documents sans source à l'appui) qu'il est prêt à perdre 3 mois de salaire pour le garder.",NO HASHTAG,positif,"eridann,amv_ac,concombrem1965,sncf,lapostebusiness,avoir,compris,être,parcequ,status,si,misérable,document,sans,source,appui,prêt,perdre,3,mois,salair,garder"
Sun Mar 18 18:13:10 +0000 2018,Quelle surprise. On ne s'y attendait pas. https://t.co/s7HAZW5XSP,NO HASHTAG,neutre,"quel,surprise,si,yu,attendre"
Sun Mar 18 18:13:09 +0000 2018,Oh je m'y attendait tellement pas https://t.co/ujqITal4EW,NO HASHTAG,neutre,"oh,yu,attendre,tellement"
Sun Mar 18 18:13:09 +0000 2018,"Aucun candidat Les Patriotes dans les dernières législatives partielles dans la Haute-Garonne, Loiret, Guyanne et Mayotte... Que se passe-t-il ? Allo ? ",NO HASHTAG,neutre,"aucun,candidat,patriote,dernière,législatif,partiel,hautegaronn,loiret,guyann,mayotte,passetil,allo"
Sun Mar 18 18:13:09 +0000 2018,"Oui mais c’est un dictateur car il a envoyé son adversaire chez les juges. 
Ah non pardon, je confond... https://t.co/ULizhBG8U5",NO HASHTAG,positif,"oui,cest,dictateur,car,avoir,envoyer,adversair,chez,juge,ah,non,pardon,confondre"
Sat Mar 17 08:42:08 +0000 2018,"Ptdr y'a un mec qui vient de me parler en russe, j'lui ai dis que je parlais pas russe, il a répété 8 fois la même phrase en articulant de plus en plus lentement à croire qu'en forçant je finirais pas comprendre ",NO HASHTAG,positif,"ptdr,y'a,mec,venir,parler,russe,luire,dire,parlai,russe,avoir,répéter,8,fois,phrase,articuler,plus,plus,lentement,croire,forcer,finir,comprendre"
Sun Mar 18 18:13:07 +0000 2018,La SNCF ils sont aussi en grève contre le chauffage dans mes trains,NO HASHTAG,neutre,"sncf,aussi,grève,contrer,chauffage,train"
Sun Mar 18 18:13:07 +0000 2018,@LCI @TF1LeJT exemple de ratage #SNCF : les agents du poste d aiguillage de Bordeaux font circuler le TGV 8422 ce soir en contresens au nord de Bordeaux et font rater l aiguillage de la #LGV. RETARD 45mn par pure incompétence,SNCF,positif,"lci,tf1lejt,exemple,ratag,sncf,agent,post,aiguillage,bordeaux,faire,circuler,tgv,8422,soir,contresen,nord,bordeaux,faire,rater,aiguillage,lgv,retard,45mn,pur,incompétence"
Sun Mar 18 18:13:05 +0000 2018,Boris Johnson sait-il de quoi s’occupent les consulats UK en Russie? https://t.co/ta92GOp1xX https://t.co/vkvwqHgZD9,NO HASHTAG,neutre,"boris,johnson,saitil,quoi,soccuper,consulat,uk,russie"
Sun Mar 18 18:13:05 +0000 2018,Le courage de réformer le pays. https://t.co/JHeVVE4QZc,NO HASHTAG,positif,"courage,réformer,pays"
Fri Mar 16 16:27:23 +0000 2018,"Les coups de bâton vont pleuvoir pour les chômeurs, l'exploitation #EnMarche, il faudra accepter n'importe quel job mais par contre les employeurs auront un droit à l'erreur, une fiscalité avantageuse, et pourront licencier plus facilement https://t.co/8Xy9SJuZux https://t.co/1k1tIhloEy",EnMarche,positif,"coup,bâton,aller,pleuvoir,chômeur,exploitation,enmarch,falloir,accepter,importer,quel,job,contrer,employeur,droit,erreur,fiscalité,avantageux,pouvoir,licencier,plus,facilement"
Sun Mar 18 18:13:02 +0000 2018,"Heureusement, le compagnon de @MLP_officiel, Louis Aliot, veille à ce qu’il n’y ait aucune fraude... https://t.co/JauPFwZvFH",NO HASHTAG,positif,"heureusement,compagnon,mlp_officiel,louis,aliot,veill,quil,ny,aucun,frauder"
Sun Mar 18 18:13:00 +0000 2018,"#Mayotte
Résultats provisoires pour la commune de Dzaoudzi Labattoir #LegislativePartielle https://t.co/4lMNFtzvfQ","Mayotte, LegislativePartielle",positif,"mayotte,résultat,provisoire,commun,dzaoudzi,labattoir,legislativepartiell"
Sun Mar 18 18:13:00 +0000 2018,Coup de tonnerre. https://t.co/yTckUag0JH,NO HASHTAG,neutre,"coup,tonnerre"
Sun Mar 18 18:13:00 +0000 2018,"Poutine prêt au sacre des urnes, l'opposition crie à la fraude sur Orange Actualités https://t.co/UtQTiQr0oz",NO HASHTAG,neutre,"poutine,prêt,sacr,urne,opposition,cri,frauder,orange,actualité"
Sun Mar 18 18:13:29 +0000 2018,@BFMTV Les pauvres russe,NO HASHTAG,neutre,"bfmtv,pauvre,russe"
Sun Mar 18 18:13:26 +0000 2018,"Le président russe Vladimir Poutine est réélu pour un quatrième mandat avec 73,9% des voix selon les premières estimations https://t.co/E8nHlTNAGf https://t.co/QAsenE54Oi",NO HASHTAG,neutre,"président,russe,vladimir,poutine,réélire,quatrième,mandat,739,voix,selon,premier,estimation"
Sun Mar 18 18:13:26 +0000 2018,"Même en truquant les voies il n’a réussit qu’à avoir 73,9% ?! Quel loser ! https://t.co/AZX1FnKQ2b",NO HASHTAG,positif,"truquer,voie,na,réussir,quà,avoir,739,quel,loser"
Sun Mar 18 18:13:26 +0000 2018,Allez Poutine !! https://t.co/hiDZ93nwI0,NO HASHTAG,neutre,"aller,poutine"
Sun Mar 18 18:13:26 +0000 2018,"CHAMPAGNE #POUTINE RÉÉLU AVEC PLUS DE 73%
UN GRAND BRAVO AUX RUSSES 
URA URA URA ❤ https://t.co/wAfKg8fTaz",POUTINE,positif,"champagne,poutine,réélire,plus,73,grand,bravo,russe,ura,ura,ura,❤"
Sun Mar 18 18:13:26 +0000 2018,Macron et Merkel doivent être dégoûter de la réélection de Poutine . J'aimerais bien voir leurs sale gueule d'hypocrite .,NO HASHTAG,positif,"macron,merkel,devoir,être,dégoûter,réélection,poutin,aimer,bien,voir,sale,gueuler,hypocrite"
Sun Mar 18 18:13:24 +0000 2018,Torse nu et à dos d'ours https://t.co/HUTnLC0bk7,NO HASHTAG,neutre,"tors,nu,dos,ours"
Sun Mar 18 18:13:24 +0000 2018,N'acceptez plus jamais les lois de ce gouvernement de voleurs qui sous prétexte d'économies veut en fait détruire le modèle social Français sur ordre des banquiers/Affairistes qui dirigent l'UE. https://t.co/MffDpl4RAM,NO HASHTAG,positif,"accepter,plus,jamais,loi,gouvernement,voleur,sou,prétexte,économie,vouloir,faire,détruire,modeler,social,français,ordre,banquier,/,affairiste,diriger,ue"
Sun Mar 18 18:13:22 +0000 2018,continuez vos faux reportages sur poutine présentés par Delahousse là j'suis à bout,NO HASHTAG,positif,"continuer,faux,reportage,poutine,présenter,delahousse,là,être,bouillir"
Sun Mar 18 18:13:19 +0000 2018,Quelle surprise  https://t.co/Z2GEL9b9CG,NO HASHTAG,neutre,"quel,surprise"
Sun Mar 18 18:13:18 +0000 2018,"Les derniers bureaux de vote ont fermé à #Kalinigrad. La première région à avoir voté, le #Kamtchatka. Le décompte a commencé. 93 700 bureaux de vote sur toute la #Russie #présidentielleRussie2018","Kalinigrad, Kamtchatka",neutre,"dernier,bureau,vote,fermer,kalinigrad,premier,région,avoir,voter,kamtchatka,décompte,avoir,commencer,93,700,bureau,vote,tout,russie,présidentiellerussie2018"
Sun Mar 18 18:13:18 +0000 2018,"#Poutine réélu avec 73,9% des voix. Il atteint son but de faire un meilleur score qu'en 2012. Et aussi de ne pas avoir 99% comme un stupide dictateur. #KGB #RussieEternelle",Poutine,positif,"poutine,réélire,739,voix,atteindre,boire,faire,meilleur,score,2012,aussi,avoir,99,comme,stupide,dictateur,kgb,russieeternelle"
Sun Mar 18 11:11:12 +0000 2018,"@MiAldon il pense applique le diviser pour mieux régner, ce que met en œuvre le gouvernement actuel, reste a savoir si ça ne se retournera pas contre eux...",NO HASHTAG,positif,"mialdon,penser,appliquer,diviser,mieux,régner,mettre,œuvr,gouvernement,actuel,rester,avoir,savoir,si,ça,retourner,contrer"
Sun Mar 18 18:13:18 +0000 2018,"Pfff, 73,9...
Tite bite. https://t.co/Kata81M2Ex",NO HASHTAG,neutre,"pfff,739,tit,bite"
Sun Mar 18 18:13:18 +0000 2018,"Poutine réélu pour un 4e mandat avec 73,9% des voix, selon un sondage de sortie des urnes https://t.co/iusgC3goD5",NO HASHTAG,neutre,"poutine,réélire,4e,mandat,739,voix,selon,sondage,sortir,urn"
Sun Mar 18 18:13:16 +0000 2018,"Après que la Commission centrale électorale a dépouillé 21,33% des bulletins, #VladimirPoutine a remporté l'élection présidentielle russe avec 71,97% des suffrages
https://t.co/UdP3e3kRJe
#PrésidentielleRusse https://t.co/WQy2aUUdNV",VladimirPoutine,neutre,"après,commission,central,électoral,avoir,dépouiller,2133,bulletin,vladimirpoutine,avoir,remporter,élection,présidentiel,russe,7197,suffrage,présidentielleruss"
Sun Mar 18 18:13:14 +0000 2018,IKEA c’est devenu russe ????? #septahuit,septahuit,neutre,"ikea,cest,devenir,russe,septahuit"
Sun Mar 18 18:13:46 +0000 2018,"@bacteri_Democat @sputnik_fr Il n’a pas redonné de la puissance à son pays, mais un sentiment de puissance aux habitants de son pays... nuance!
Par ailleurs la photo a été prise en Géorgie, pays de 4,5 millions d’habitants (un réel danger pour lui et la Russie toute entière!!!) qu’il finira de démanteler..",NO HASHTAG,positif,"bacteri_democat,sputnik_fr,na,redonner,puissance,pays,sentiment,puissance,habitant,pays,nuancer,ailleurs,photo,avoir,prise,géorgie,pays,45,million,dhabitant,réel,danger,russie,tout,entier,quil,finir,démanteler"
Sun Mar 18 18:13:44 +0000 2018,@evil_SDOC ca s'arretera le jour meme ou les americains et russes diront stop.,NO HASHTAG,neutre,"evil_sdoc,ca,si,arreter,jour,meme,americain,russe,dire,stop"
Sun Mar 18 18:13:43 +0000 2018,#66Minutes #Septahuit .. entre propagande pro-capitaliste et propagande pro-russe faites votre choix !,"66Minutes, Septahuit",positif,"66minutes,septahuit,entrer,propagande,procapitalist,propagande,proruss,fait,choix"
Sun Mar 18 18:13:42 +0000 2018,"Poutine l’emporterait avec 73,9% des voix selon un sondage à la sortie des urnes. En seconde positon P. Groudinine, le candidat communiste avec 11,9%. Tout s’est déroulé comme prévu.",NO HASHTAG,positif,"poutine,lemporter,739,voix,selon,sondage,sortir,urne,second,positon,p,groudinine,candidat,communiste,119,tout,sest,dérouler,comme,prévoir"
Sun Mar 18 16:43:12 +0000 2018,#LCI Suis sidéré de voir la russophobie de nos médias oubliants le rôle exceptionnel de Poutine depuis son arrivée ds 1 pays qui était à la dérive!,LCI,positif,"lci,sidérer,voir,russophobie,média,oubliant,rôle,exceptionnel,poutine,depuis,arrivée,ds,1,pays,dériv"
Sun Mar 18 18:13:40 +0000 2018,La banya (ou baia) : les bienfaits du sauna Russe ! https://t.co/3Ria3wATbH,NO HASHTAG,neutre,"banya,baier,bienfait,sauner,russe"
Sun Mar 18 18:13:40 +0000 2018,"Bruno, Bruno, Bruno... Tu sais, moi aussi je disais, on va causer, on va négocier... Mais j'écoutais rien de ce qu'on me disait... et ça a mal fini pour moi, crois moi ! https://t.co/9LdDVG4t2U",NO HASHTAG,neutre,"bruno,bruno,bruno,savoir,aussi,dire,aller,causer,aller,négocier,écouter,rien,dire,ça,avoir,mal,finir,croi"
Sun Mar 18 18:13:39 +0000 2018,"Parce que Poutine défend son pays, il est la bête noire d’Emmanuel Macron https://t.co/xOTtLpGLLz",NO HASHTAG,neutre,"parce,poutine,défendre,pays,bête,noir,demmanuel,macron"
Sun Mar 18 18:13:38 +0000 2018," Russie : Poutine réélu pour un quatrième mandat avec un score compris entre 71% et 74%  ⏬
https://t.co/tHV3BFx7Kb https://t.co/4sSZmqOh5L",NO HASHTAG,positif,"russie,poutine,réélire,quatrième,mandat,score,compris,entrer,71,74,⏬"
Sun Mar 18 18:13:37 +0000 2018,Victoire historique pour Vladimir Poutine. Pourquoi n’est-on pas surpris? #poutine #RussianElection,"poutine, RussianElection",positif,"victoire,historique,vladimir,poutine,pourquoi,neston,surprendre,poutine,russianelection"
Sun Mar 18 18:13:36 +0000 2018,Résultats TRUQUÉS  https://t.co/Ie8dteJJWx,NO HASHTAG,positif,"résultat,truquer"
Sun Mar 18 18:13:36 +0000 2018,#septahuit Je ne suis pas Russe mais j'enleve mes chaussures quand je chez moi !!!,septahuit,neutre,"septahuit,russe,enleve,chaussurer,quand,chez"
Sun Mar 18 18:13:35 +0000 2018,Tu fais ça en métropole tu te fais traiter de facho nazi lol. https://t.co/HbZKZQk7ip,NO HASHTAG,positif,"fai,ça,métropol,faire,traiter,facho,nazi,lol"
Sun Mar 18 18:13:34 +0000 2018,Je veux tellement aller en Russie ♥️,NO HASHTAG,neutre,"vouloir,tellemer,aller,russie,♥,️"
Sun Mar 18 18:13:33 +0000 2018,"EN DIRECT : #EditionSpéciale #PrésidentielleRussie2018 

""L'un des enjeux majeurs est le taux de participation""

Georges Estievenart répond aux questions de #RTFrance

+ d'infos, EN CONTINU:
➡️ https://t.co/AzwcUO0mzZ https://t.co/EdIA0QwFoy","EditionSpéciale, PrésidentielleRussie2018",positif,"direct,editionspécial,présidentiellerussie2018,enjeu,majeur,taux,participation,george,estievenart,répondre,question,rtfrance,+,info,continu,➡,️"
Sun Mar 18 18:13:30 +0000 2018,ALERTE INFO - Poutine réélu pour un quatrième mandat avec un score compris entre 71% et 74%,NO HASHTAG,positif,"alerte,info,poutine,réélire,quatrième,mandat,score,compris,entrer,71,74"
Sun Mar 18 07:18:34 +0000 2018,"Ce que je ne comprends pas à la SNCF C'EST QU'ON NE DIT PAS à quoi est du le déficit ! Ainsi on lutte contre ce qui occasionne ce déficit, pour le diminuer et peut-être éviter de toucher au statut des cheminots !",NO HASHTAG,positif,"comprend,sncf,être,dire,quoi,déficit,ainsi,lutt,contrer,occasionner,déficit,diminuer,peutêtre,éviter,toucher,statut,cheminot"
Sun Mar 18 18:14:02 +0000 2018,France-Russie - Que le locataire de l'Elysée et les médias de l'oligarchie prêtent la main à de nouveaux mensonges d'Etat pouvant mener droit à la guerre est indigne et dangereux pour notre pays et son peuple. https://t.co/JrxzmGoK8j,NO HASHTAG,positif,"francerussi,locataire,elysée,média,oligarchie,prêter,main,nouveau,mensonge,etat,pouvoir,mener,droit,guerre,indigne,dangereux,pays,peuple"
Sun Mar 18 18:14:00 +0000 2018,"L'Occident ne faisant jamais de guerre et @43georgebush n'ayant jamais profité de sa popularité de va-t-en-guerre.
https://t.co/HZ29cbSlfY",NO HASHTAG,positif,"occident,faire,jamais,guerre,43georgebush,avoir,jamais,profiter,popularité,vatenguerre"
Sun Mar 18 18:13:58 +0000 2018,"À Mayotte, les citoyens, exaspérés, conduisent eux-mêmes les clandestins à la gendarmerie https://t.co/FJi9HCn3OD",NO HASHTAG,neutre,"mayotte,citoyen,exaspérer,conduire,euxmêm,clandestin,gendarmerie"
Fri Mar 16 06:45:19 +0000 2018,Limitation de vitesse à 80km/.Le gouvernement doit faire un geste et accepter de lâcher du lest.Cette mesure est incompréhensible pour la plupart des Français vivant en milieu rural @MvtRadical,NO HASHTAG,positif,"limitation,vitess,80km,/,gouvernement,devoir,faire,geste,accepter,lâcher,lestcette,mesure,incompréhensible,plupart,français,vivant,milieu,rural,mvtradical"
